gene_name,condition,growth_rate_hr,annotation,cog_category,cog_class,cog_letter,dataset,strain,mass_frac,go_terms,cog_desc,dataset_name
tldD,gluconate_growth,0.6630116912775283,Predicted Zn-dependent proteases and their inactivated homologs,Poorly Characterized,poorly characterized,R,calgar_2017,REL606,0.00017029928649368428,GO:0005829; GO:0016787; GO:0008237; GO:0008233; GO:0006508,microcin-processing peptidase 2. Unknown type peptidase. MEROPS family U62,Caglar et al. 2017
yhdE,gluconate_growth,0.6630116912775283,Nucleotide-binding protein implicated in inhibition of septum formation,Cellular Processes and Signaling,metabolism,Q,calgar_2017,REL606,1.8882475675458525e-05,GO:0035529; GO:0016787; GO:0016462; GO:0009117; GO:0004551; GO:0030145; GO:0042803; GO:0047429; GO:0036218; GO:0036221; GO:0042802; GO:0005737,"conserved protein, Maf family of nucleotide-binding proteins",Caglar et al. 2017
mreC,gluconate_growth,0.6630116912775283,Cell shape-determining protein,Cellular Processes and Signaling,cellular processes and signaling,D,calgar_2017,REL606,5.782200507017395e-05,GO:0030288; GO:0005829; GO:0071963; GO:0005887; GO:0016020; GO:0043621; GO:0016021; GO:0005886; GO:0005515; GO:0008360,rod shape-determining protein MreC,Caglar et al. 2017
mreB,gluconate_growth,0.6630116912775283,Actin-like ATPase involved in cell morphogenesis,Cellular Processes and Signaling,cellular processes and signaling,D,calgar_2017,REL606,0.00024503150979342036,GO:0005737; GO:0005524; GO:0000166; GO:0099513; GO:0031226; GO:0043093; GO:0005886; GO:0042802; GO:0051782; GO:0005515; GO:0005856; GO:0051983; GO:0008360,rod shape-determining protein MreB,Caglar et al. 2017
yhdH,gluconate_growth,0.6630116912775283,NADPH:quinone reductase and related Zn-dependent oxidoreductases,Metabolism,metabolism,C,calgar_2017,REL606,9.142576137875276e-05,GO:0042803; GO:0043957; GO:0005737; GO:0055114; GO:0016491,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",Caglar et al. 2017
accB,gluconate_growth,0.6630116912775283,Biotin carboxyl carrier protein,Metabolism,metabolism,H,calgar_2017,REL606,0.00010902551396677884,GO:0009305; GO:0005829; GO:0005515; GO:0006631; GO:0006629; GO:0009317; GO:0005737; GO:0006633; GO:0003989,biotin carboxyl carrier protein,Caglar et al. 2017
accC,gluconate_growth,0.6630116912775283,Biotin carboxylase,Metabolism,metabolism,I,calgar_2017,REL606,0.0005579110161053406,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,biotin carboxylase (EC 6.3.4.14),Caglar et al. 2017
prmA,gluconate_growth,0.6630116912775283,Ribosomal protein L11 methylase,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,4.041065304508838e-05,GO:0032259; GO:0016740; GO:0008276; GO:0008168; GO:0006479; GO:0005829; GO:0016279; GO:0005515; GO:0018023; GO:0018012; GO:0005737,[LSU ribosomal protein L11P]-lysine N-methyltransferase (EC 2.1.1.-),Caglar et al. 2017
fis,gluconate_growth,0.6630116912775283,"Factor for inversion stimulation Fis, transcriptional activator",Information Storage and Processing,information storage and processing,K,calgar_2017,REL606,2.0825478375556705e-05,GO:0045893; GO:0003700; GO:0001216; GO:0045911; GO:0045892; GO:0044374; GO:0042803; GO:0032993; GO:0032359; GO:0031421; GO:0001217; GO:0001121; GO:0000985; GO:0000976; GO:0009314; GO:0009295; GO:0005737; GO:0005515; GO:0005829; GO:0034401; GO:0000787; GO:0043565; GO:0006355; GO:0003677,DNA-binding protein Fis,Caglar et al. 2017
acrF,gluconate_growth,0.6630116912775283,Cation/multidrug efflux pump,Cellular Processes and Signaling,cellular processes and signaling,V,calgar_2017,REL606,1.0868528127314559e-05,GO:0042908; GO:0055085; GO:0022857; GO:0015562; GO:0005886; GO:0016021; GO:0016020,multidrug efflux system protein,Caglar et al. 2017
yhdZ,gluconate_growth,0.6630116912775283,"ABC-type polar amino acid transport system, ATPase component",Metabolism,metabolism,E,calgar_2017,REL606,8.359251064382243e-06,GO:0055085; GO:0043190; GO:0015424; GO:0003333; GO:0005829; GO:0016887; GO:0005886; GO:0016020; GO:0006865; GO:0005524; GO:0000166,"amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)",Caglar et al. 2017
yrdA,gluconate_growth,0.6630116912775283,"Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily",Poorly Characterized,poorly characterized,R,calgar_2017,REL606,6.712306391762009e-05,GO:0032991; GO:0042802; GO:0005829; GO:0008270,conserved protein,Caglar et al. 2017
aroE,gluconate_growth,0.6630116912775283,Shikimate 5-dehydrogenase,Metabolism,metabolism,E,calgar_2017,REL606,5.1629945574523544e-05,GO:0033587; GO:0005515; GO:0005829; GO:0050661; GO:0019632; GO:0000166; GO:0055114; GO:0016491; GO:0009073; GO:0008652; GO:0004764; GO:0009423,shikimate dehydrogenase (EC 1.1.1.25),Caglar et al. 2017
yrdD,gluconate_growth,0.6630116912775283,Zn-finger domain associated with topoisomerase type I,Information Storage and Processing,information storage and processing,L,calgar_2017,REL606,5.813210537563504e-06,GO:0005829; GO:0005506; GO:0008270; GO:0003697; GO:0003917; GO:0003677; GO:0006265; GO:0005694; GO:0003916,predicted DNA topoisomerase,Caglar et al. 2017
def,gluconate_growth,0.6630116912775283,N-formylmethionyl-tRNA deformylase,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,3.7695715119194605e-05,GO:0005829; GO:0043022; GO:0046872; GO:0016787; GO:0008270; GO:0008198; GO:0043686; GO:0031365; GO:0006412; GO:0005515; GO:0042586,peptide deformylase (EC 3.5.1.88),Caglar et al. 2017
fmt,gluconate_growth,0.6630116912775283,Methionyl-tRNA formyltransferase,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00011328529750245706,GO:0006413; GO:0016742; GO:0016740; GO:0003824; GO:0071951; GO:0009058; GO:0005829; GO:0019988; GO:0006412; GO:0004479,methionyl-tRNA formyltransferase (EC 2.1.2.9),Caglar et al. 2017
trkA,gluconate_growth,0.6630116912775283,"K+ transport systems, NAD-binding component",Metabolism,metabolism,P,calgar_2017,REL606,1.9646707151527254e-05,GO:0008324; GO:0051287; GO:0031234; GO:0005829; GO:0005515; GO:0071805; GO:0006811; GO:0015079; GO:0005886; GO:0016020; GO:0006813,NAD-binding component of TrK potassium transporter,Caglar et al. 2017
rplQ,gluconate_growth,0.6630116912775283,Ribosomal protein L17,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,5.7433404530154306e-05,GO:0000027; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0005840,LSU ribosomal protein L17P,Caglar et al. 2017
rpoA,gluconate_growth,0.6630116912775283,"DNA-directed RNA polymerase, alpha subunit/40 kD subunit",Information Storage and Processing,information storage and processing,K,calgar_2017,REL606,0.0006800550406987748,GO:0005737; GO:0005515; GO:0046983; GO:0003677; GO:0005829; GO:0016779; GO:0016740; GO:0006351; GO:0003899; GO:0006351,DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6),Caglar et al. 2017
rpsD,gluconate_growth,0.6630116912775283,Ribosomal protein S4 and related proteins,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0006019014748779374,GO:0000028; GO:0045903; GO:1990145; GO:0005829; GO:0006417; GO:0006412; GO:0006353; GO:0003723; GO:0022627; GO:0015935; GO:0005840; GO:0003735; GO:0048027; GO:0046677; GO:0019843; GO:0005515; GO:0031564; GO:0045947; GO:0000900,SSU ribosomal protein S4P,Caglar et al. 2017
rpsK,gluconate_growth,0.6630116912775283,Ribosomal protein S11,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,7.83061780780848e-05,GO:0005515; GO:0048027; GO:0000462; GO:0000028; GO:0005829; GO:0019843; GO:0005840; GO:0003723; GO:0006412; GO:0070181; GO:0022627; GO:0003735,SSU ribosomal protein S11P,Caglar et al. 2017
rpsM,gluconate_growth,0.6630116912775283,Ribosomal protein S13,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00029123801556023196,GO:0005515; GO:0005829; GO:0005840; GO:0006412; GO:0003735; GO:0003676; GO:0022627; GO:0019843; GO:0003723; GO:0000049,SSU ribosomal protein S13P,Caglar et al. 2017
rpmJ,gluconate_growth,0.6630116912775283,Ribosomal protein L36,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,8.511180710894311e-07,GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0005840,LSU ribosomal protein L36P,Caglar et al. 2017
secY,gluconate_growth,0.6630116912775283,Preprotein translocase subunit SecY,Cellular Processes and Signaling,cellular processes and signaling,U,calgar_2017,REL606,2.3653437136050917e-05,GO:0006605; GO:1901612; GO:0006886; GO:0005048; GO:0031522; GO:0008320; GO:0032978; GO:0006616; GO:0005887; GO:0016020; GO:0015031; GO:0043952; GO:0005886; GO:0065002; GO:0016021; GO:0005515,protein translocase subunit secY/sec61 alpha,Caglar et al. 2017
rplO,gluconate_growth,0.6630116912775283,Ribosomal protein L15,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,7.011777472916413e-05,GO:0005515; GO:0015934; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L15P,Caglar et al. 2017
rpmD,gluconate_growth,0.6630116912775283,Ribosomal protein L30/L7E,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,1.6586660741033857e-05,GO:0000027; GO:0005829; GO:0015934; GO:0006412; GO:0003735; GO:0022625; GO:0005840,LSU ribosomal protein L30P,Caglar et al. 2017
rpsE,gluconate_growth,0.6630116912775283,Ribosomal protein S5,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00040682731932593723,GO:0000028; GO:1990145; GO:0005829; GO:0005515; GO:0015935; GO:0006412; GO:0003735; GO:0022627; GO:0046677; GO:0019843; GO:0005840; GO:0003723,SSU ribosomal protein S5P,Caglar et al. 2017
rplR,gluconate_growth,0.6630116912775283,Ribosomal protein L18,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,4.981108051242913e-05,GO:0008097; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L18P,Caglar et al. 2017
rplF,gluconate_growth,0.6630116912775283,Ribosomal protein L6P/L9E,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00020462173439070593,GO:0000027; GO:0070180; GO:0002181; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0046677; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L6P,Caglar et al. 2017
rpsH,gluconate_growth,0.6630116912775283,Ribosomal protein S8,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0001019428424932114,GO:0000028; GO:0005829; GO:0005840; GO:0003723; GO:0006417; GO:0006412; GO:0003735; GO:0043488; GO:0022627; GO:0019843,SSU ribosomal protein S8P,Caglar et al. 2017
rpsN,gluconate_growth,0.6630116912775283,Ribosomal protein S14,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,9.033865502489105e-05,GO:0019843; GO:0000028; GO:0005829; GO:0005840; GO:0006412; GO:0003735; GO:0022627,SSU ribosomal protein S14P,Caglar et al. 2017
rplE,gluconate_growth,0.6630116912775283,Ribosomal protein L5,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0003068637554176137,GO:0000027; GO:0008097; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723; GO:0000049,LSU ribosomal protein L5P,Caglar et al. 2017
rplX,gluconate_growth,0.6630116912775283,Ribosomal protein L24,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00010814192312785338,GO:0005515; GO:0070180; GO:0000027; GO:0005829; GO:0022625; GO:0006412; GO:0005840; GO:0003735; GO:0019843; GO:0003723,LSU ribosomal protein L24P,Caglar et al. 2017
rplN,gluconate_growth,0.6630116912775283,Ribosomal protein L14,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0001214824772751172,GO:0005829; GO:0019843; GO:0015934; GO:0005840; GO:0003723; GO:0006412; GO:0003735; GO:0070180; GO:0005515; GO:0022625,LSU ribosomal protein L14P,Caglar et al. 2017
rpsQ,gluconate_growth,0.6630116912775283,Ribosomal protein S17,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,3.12276858548477e-05,GO:0000028; GO:0005829; GO:0019843; GO:0005840; GO:0003723; GO:0006412; GO:0003735; GO:0070181; GO:0022627; GO:0046677,SSU ribosomal protein S17P,Caglar et al. 2017
rpmC,gluconate_growth,0.6630116912775283,Ribosomal protein L29,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,2.1276976619042507e-05,GO:0000027; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L29P,Caglar et al. 2017
rplP,gluconate_growth,0.6630116912775283,Ribosomal protein L16/L10E,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,7.89773794625152e-05,GO:0000027; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723; GO:0000049,LSU ribosomal protein L16P,Caglar et al. 2017
rpsC,gluconate_growth,0.6630116912775283,Ribosomal protein S3,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0004700112804797371,GO:0003729; GO:0000028; GO:0003676; GO:0005829; GO:0005840; GO:0019843; GO:0006412; GO:0003735; GO:0003723; GO:0022627,SSU ribosomal protein S3P,Caglar et al. 2017
rplV,gluconate_growth,0.6630116912775283,Ribosomal protein L22,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00015737414973675514,GO:0042788; GO:0042255; GO:0005829; GO:0005515; GO:0015934; GO:0006412; GO:0003735; GO:0022625; GO:0046677; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L22P,Caglar et al. 2017
rpsS,gluconate_growth,0.6630116912775283,Ribosomal protein S19,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00011899952948340328,GO:0000028; GO:0005829; GO:0015935; GO:0005840; GO:0006412; GO:0003735; GO:0022627; GO:0019843; GO:0003723; GO:0000049,SSU ribosomal protein S19P,Caglar et al. 2017
rplB,gluconate_growth,0.6630116912775283,Ribosomal protein L2,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0003814487298301655,GO:0000027; GO:0002181; GO:0005829; GO:0005515; GO:0016740; GO:0015934; GO:0006412; GO:0003735; GO:0008270; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L2P,Caglar et al. 2017
rplW,gluconate_growth,0.6630116912775283,Ribosomal protein L23,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,3.05782304981273e-05,GO:0000027; GO:0005829; GO:0005515; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L23P,Caglar et al. 2017
rplD,gluconate_growth,0.6630116912775283,Ribosomal protein L4,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00021969085395136698,GO:0045892; GO:0042788; GO:0042255; GO:0032993; GO:0015934; GO:0001217; GO:0017148; GO:0060698; GO:0060702; GO:0005515; GO:0005829; GO:0006417; GO:0006412; GO:0003735; GO:0030371; GO:0022625; GO:0046677; GO:0019843; GO:0006353; GO:0005840; GO:0003723,LSU ribosomal protein L4P,Caglar et al. 2017
rplC,gluconate_growth,0.6630116912775283,Ribosomal protein L3,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00023860560736302288,GO:0000027; GO:0005515; GO:0005829; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,LSU ribosomal protein L3P,Caglar et al. 2017
rpsJ,gluconate_growth,0.6630116912775283,Ribosomal protein S10,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,9.270009810572304e-05,GO:0000049; GO:0031564; GO:0001072; GO:0005829; GO:0005840; GO:0006412; GO:0003735; GO:0003723; GO:0022627; GO:0005515,SSU ribosomal protein S10P,Caglar et al. 2017
gspI,gluconate_growth,0.6630116912775283,"Type II secretory pathway, pseudopilin PulG",Cellular Processes and Signaling,Not Assigned,Not Assigned,calgar_2017,REL606,1.3555674044700026e-06,GO:0005887; GO:0015628; GO:0015627; GO:0015031,Not Assigned,Caglar et al. 2017
gspK,gluconate_growth,0.6630116912775283,"Type II secretory pathway, component PulK",Cellular Processes and Signaling,cellular processes and signaling,U,calgar_2017,REL606,3.671178050218127e-06,GO:0005887; GO:0009306; GO:0015031; GO:0005886; GO:0016021; GO:0016020,type II secretion system protein K (GspK),Caglar et al. 2017
gspL,gluconate_growth,0.6630116912775283,"Type II secretory pathway, component PulL",Cellular Processes and Signaling,cellular processes and signaling,U,calgar_2017,REL606,4.343354592841804e-06,GO:0015628; GO:0015627; GO:0005887; GO:0009276; GO:0015031; GO:0005886; GO:0016021; GO:0016020,type II secretion system protein L (GspL),Caglar et al. 2017
bfr,gluconate_growth,0.6630116912775283,Bacterioferritin (cytochrome b1),Metabolism,metabolism,P,calgar_2017,REL606,2.7053326176900254e-05,GO:0005623; GO:0005515; GO:0042803; GO:0020037; GO:0042802; GO:0046872; GO:0006879; GO:0008199; GO:0006826; GO:0055114; GO:0016491; GO:0005506; GO:0006880; GO:0004322; GO:0005829,"bacterioferritin, iron storage and detoxification protein",Caglar et al. 2017
tufA,gluconate_growth,0.6630116912775283,GTPases - translation elongation factors,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0020949467516470795,GO:0003723; GO:0003924; GO:0005829; GO:0005886; GO:0046677; GO:0016020; GO:0006414; GO:0005525; GO:0005515; GO:0003746; GO:0000166; GO:0006412; GO:0005737,translation elongation factor 1A (EF-1A/EF-Tu),Caglar et al. 2017
fusA,gluconate_growth,0.6630116912775283,Translation elongation factors (GTPases),Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.003608683769696521,GO:0003924; GO:0005829; GO:0006414; GO:0005525; GO:0003746; GO:0000166; GO:0006412; GO:0005737,translation elongation factor 2 (EF-2/EF-G),Caglar et al. 2017
rpsG,gluconate_growth,0.6630116912775283,Ribosomal protein S7,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.00028501670131878334,GO:0005829; GO:0015935; GO:0006412; GO:0005840; GO:0003723; GO:0003735; GO:0000028; GO:0003729; GO:0017148; GO:0005515; GO:0022627; GO:0019843; GO:0000049,SSU ribosomal protein S7P,Caglar et al. 2017
rpsL,gluconate_growth,0.6630116912775283,Ribosomal protein S12,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,7.769533898581805e-05,GO:1990145; GO:0005829; GO:0005515; GO:0015935; GO:0005840; GO:0003723; GO:0003735; GO:0034337; GO:0034336; GO:0033120; GO:0000372; GO:0022627; GO:0046677; GO:0019843; GO:0000049; GO:0006412,SSU ribosomal protein S12P,Caglar et al. 2017
yheO,gluconate_growth,0.6630116912775283,Uncharacterized protein conserved in bacteria,Poorly Characterized,information storage and processing,K,calgar_2017,REL606,3.138566148215806e-05,GO:0005829,conserved protein,Caglar et al. 2017
fkpA,gluconate_growth,0.6630116912775283,FKBP-type peptidyl-prolyl cis-trans isomerases 1,Cellular Processes and Signaling,cellular processes and signaling,O,calgar_2017,REL606,0.00023939841097415452,GO:0000413; GO:0006457; GO:0030288; GO:0042026; GO:0005515; GO:0042597; GO:0016853; GO:0003755,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),Caglar et al. 2017
slyD,gluconate_growth,0.6630116912775283,FKBP-type peptidyl-prolyl cis-trans isomerases 2,Cellular Processes and Signaling,cellular processes and signaling,O,calgar_2017,REL606,6.100492141301985e-05,GO:0043963; GO:0000413; GO:0005829; GO:0046872; GO:0016853; GO:0005507; GO:0050897; GO:0050821; GO:0022417; GO:0009408; GO:0051604; GO:0051082; GO:0016151; GO:0008270; GO:0005737; GO:0005515; GO:0042026; GO:0003755,FKBP-type peptidyl prolyl cis-trans isomerase/Apo-metallochaperone SlyD,Caglar et al. 2017
yheS,gluconate_growth,0.6630116912775283,ATPase components of ABC transporters with duplicated ATPase domains,Poorly Characterized,poorly characterized,R,calgar_2017,REL606,0.00018915738321431097,GO:0042255; GO:0005886; GO:0016887; GO:0005829; GO:0005524; GO:0005515; GO:0000166,fused predicted transporter subunits of ABC superfamily: ATP-binding components,Caglar et al. 2017
yheT,gluconate_growth,0.6630116912775283,Predicted hydrolase of the alpha/beta-hydrolase fold,Poorly Characterized,poorly characterized,R,calgar_2017,REL606,3.753871465007751e-06,GO:0044255; GO:0052689; GO:0050526; GO:0016787,predicted hydrolase,Caglar et al. 2017
prkB,gluconate_growth,0.6630116912775283,Phosphoribulokinase,Metabolism,metabolism,G,calgar_2017,REL606,1.577025830162498e-05,GO:0005829; GO:0005975; GO:0016310; GO:0016740; GO:0016301; GO:0005524; GO:0000166; GO:0008974,predicted phosphoribulokinase,Caglar et al. 2017
crp,gluconate_growth,0.6630116912775283,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,Cellular Processes and Signaling,cellular processes and signaling,T,calgar_2017,REL606,0.00011756897241387049,GO:0042802; GO:0043565; GO:0032993; GO:0005515; GO:0006355; GO:0003700; GO:0045893; GO:0045892; GO:0045013; GO:0005829; GO:0030552; GO:0003677; GO:0000166; GO:0006351,DNA-binding transcriptional dual regulator,Caglar et al. 2017
argD,gluconate_growth,0.6630116912775283,Ornithine/acetylornithine aminotransferase,Metabolism,metabolism,E,calgar_2017,REL606,0.00040118963726316296,GO:0033359; GO:0042450; GO:0016740; GO:0008652; GO:0008483; GO:0006525; GO:0006520; GO:0003824; GO:0030170; GO:0005829; GO:0009085; GO:0003992; GO:0009016; GO:0009089; GO:0006526; GO:0005737,acetylornithine aminotransferase apoenzyme (EC 2.6.1.11)/succinyldiaminopimelate aminotransferase apoenzyme (EC 2.6.1.17),Caglar et al. 2017
pabA,gluconate_growth,0.6630116912775283,Anthranilate/para-aminobenzoate synthases component II,Metabolism,metabolism,E,calgar_2017,REL606,8.102394396273906e-06,GO:0000162; GO:0005829; GO:0046654; GO:0016740; GO:0006541; GO:0046820; GO:0046656,"aminodeoxychorismate synthase, glutamine amidotransferase subunit (EC 2.6.1.85)",Caglar et al. 2017
fic,gluconate_growth,0.6630116912775283,Protein involved in cell division,Cellular Processes and Signaling,cellular processes and signaling,T,calgar_2017,REL606,2.2389632117567987e-06,GO:0005829; GO:0005515; GO:0051302; GO:0005524; GO:0000166; GO:0016779; GO:0016740,"stationary-phase protein, cell division",Caglar et al. 2017
ppiA,gluconate_growth,0.6630116912775283,Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,Cellular Processes and Signaling,cellular processes and signaling,O,calgar_2017,REL606,5.3793334026301625e-05,GO:0000413; GO:0042597; GO:0016853; GO:0003755; GO:0006457; GO:0030288,peptidyl-prolyl cis-trans isomerase A (rotamase A),Caglar et al. 2017
yhfW,gluconate_growth,0.6630116912775283,Phosphopentomutase,Metabolism,metabolism,G,calgar_2017,REL606,8.690609818456702e-06,GO:0005829; GO:0043094; GO:0009117; GO:0008973; GO:0005737; GO:0003824; GO:0000287; GO:0046872,predicted mutase,Caglar et al. 2017
trpS,gluconate_growth,0.6630116912775283,Tryptophanyl-tRNA synthetase,Information Storage and Processing,information storage and processing,J,calgar_2017,REL606,0.0002464288139685625,GO:0006436; GO:0006418; GO:0005829; GO:0016874; GO:0006412; GO:0005524; GO:0004812; GO:0000166; GO:0005737; GO:0004830,tryptophanyl-tRNA synthetase (EC 6.1.1.2),Caglar et al. 2017
gph,gluconate_growth,0.6630116912775283,Predicted phosphatases,Poorly Characterized,metabolism,C,calgar_2017,REL606,4.80754939600403e-05,GO:0016791; GO:0046872; GO:0016787; GO:0046295; GO:0005829; GO:0016311; GO:0031404; GO:0005975; GO:0000287; GO:0006281; GO:0008967,phosphoglycolate phosphatase,Caglar et al. 2017
rpe,gluconate_growth,0.6630116912775283,Pentose-5-phosphate-3-epimerase,Metabolism,metabolism,G,calgar_2017,REL606,7.662090968846889e-05,GO:0044262; GO:0005829; GO:0046872; GO:0016857; GO:0016853; GO:0006098; GO:0005975; GO:0003824; GO:0008198; GO:0019323; GO:0005515; GO:0004750; GO:0009052,ribulose-5-phosphate 3-epimerase (EC 5.1.3.1),Caglar et al. 2017
dam,gluconate_growth,0.6630116912775283,Site-specific DNA methylase,Information Storage and Processing,information storage and processing,L,calgar_2017,REL606,9.390773401227338e-06,GO:0005515; GO:0009411; GO:1904047; GO:1902328; GO:0043565; GO:0016740; GO:0008168; GO:0006260; GO:0032775; GO:0032259; GO:0003676; GO:0005829; GO:0006261; GO:0006298; GO:0009007,DNA adenine methylase Dam,Caglar et al. 2017
damX,gluconate_growth,0.6630116912775283,Uncharacterized protein conserved in bacteria,Poorly Characterized,cellular processes and signaling,D,calgar_2017,REL606,0.0002385808383449137,GO:0032506; GO:0005887; GO:0030428; GO:0032153; GO:0042834; GO:0005515; GO:0051301; GO:0005886; GO:0016021; GO:0016020; GO:0007049; GO:0000910,cell division protein that binds to the septal ring,Caglar et al. 2017
aroB,gluconate_growth,0.6630116912775283,3-dehydroquinate synthetase,Metabolism,metabolism,E,calgar_2017,REL606,0.00012891142742311616,GO:0046872; GO:0000166; GO:0016838; GO:0005829; GO:0005515; GO:0016829; GO:0070403; GO:0008270; GO:0009073; GO:0008652; GO:0005737; GO:0003856; GO:0009423,3-dehydroquinate synthase (EC 4.2.3.4),Caglar et al. 2017
mrcA,gluconate_growth,0.6630116912775283,Membrane carboxypeptidase/penicillin-binding protein,Cellular Processes and Signaling,cellular processes and signaling,M,calgar_2017,REL606,0.00042002559789280236,GO:0008144; GO:0008233; GO:0006508; GO:0004180; GO:0004185; GO:0071555; GO:0071575; GO:0016787; GO:0016757; GO:0016740; GO:0016021; GO:0016020; GO:0008152; GO:0003824; GO:0005886; GO:0005515; GO:0008955; GO:0009002; GO:0046677; GO:0008658; GO:0008360; GO:0009252,fused penicillin-binding protein 1a: murein transglycosylase/murein transpeptidase,Caglar et al. 2017
yrfG,gluconate_growth,0.6630116912775283,Predicted hydrolase (HAD superfamily),Poorly Characterized,metabolism,H,calgar_2017,REL606,1.4860825770577768e-05,GO:0008967; GO:0006281; GO:0005829; GO:0046872; GO:0016787; GO:0030145; GO:0016311; GO:0008477; GO:0000287; GO:0008253; GO:0050484; GO:0050483,GMP/IMP nucleotidase,Caglar et al. 2017
ompR,gluconate_growth,0.6630116912775283,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,Cellular Processes and Signaling,information storage and processing,K,calgar_2017,REL606,8.26908793783214e-05,GO:0005829; GO:0003700; GO:0005515; GO:0032993; GO:0001216; GO:0000976; GO:0045893; GO:0006355; GO:0003677; GO:0000160; GO:0000156; GO:0005737,DNA-binding response regulator in two-component regulatory system with EnvZ,Caglar et al. 2017
yhgF,gluconate_growth,0.6630116912775283,Transcriptional accessory protein,Information Storage and Processing,information storage and processing,K,calgar_2017,REL606,0.000639142083668331,GO:0006412; GO:0006139; GO:0003735; GO:0003729; GO:0010212; GO:0005829; GO:0003676; GO:0003723,predicted transcriptional accessory protein,Caglar et al. 2017
bioH,gluconate_growth,0.6630116912775283,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) ,Poorly Characterized,poorly characterized,R,calgar_2017,REL606,1.9457819009490104e-05,GO:0005515; GO:0016787; GO:0090499; GO:0005737; GO:0052689; GO:0009102,carboxylesterase BioH (pimeloyl-CoA synthesis) (EC 3.1.1.85),Caglar et al. 2017
